"","Sponsor.Name","Site.Name","AgrNbr","SiteNbr","Program.Type","County","Street.Address","Addr2","City","State","Zip.Code","Opr.Oct","Opr.Nov","Opr.Dec","Opr.Jan","Opr.Feb","Opr.Mar","Opr.Apr","Opr.May","Opr.Jun","Opr.Jul","Opr.Aug","Opr.Sep","Breakfast","Brk.Mon","Brk.Tue","Brk.Wed","Brk.Thu","Brk.Fri","Brk.Sat","Brk.Sun","AM.Snack","Ams.Mon","Ams.Tue","Ams.Wed","Ams.Thu","Ams.Fri","Ams.Sat","Ams.Sun","Lunch","Lun.Mon","Lun.Tue","Lun.Wed","Lun.Thu","Lun.Fri","Lun.Sat","Lun.Sun","PM.Snack","Pms.Mon","Pms.Tue","Pms.Wed","Pms.Thu","Pms.Fri","Pms.Sat","Pms.Sun","Supper","Sup.Mon","Sup.Tue","Sup.Wed","Sup.Thu","Sup.Fri","Sup.Sat","Sup.Sun","Evening.Snack","Eve.Mon","Eve.Tue","Eve.Wed","Eve.Thu","Eve.Fri","Eve.Sat","Eve.Sun","Qualifying.Area.School","QAS.SiteNbr","QAS..F.RP"
"72","Coquille Indian Tribe","Tribal Center-Head Start","0603006",12882,"After School At Risk Meals and Snacks Center","Coos County","591 Miluk","","Coos Bay","OR","97420",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Madison Elem",10363,"75.4%"
"395","True Life Fellowship Church","True Life Fellowship Church","3420003",15226,"After School At Risk Meals and Snacks Center","Washington County","1895 NW 169th Place","","Beaverton","OR","97006",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Five Oaks Middle",11197,"58.3%"
"384","Springfield SD 19","Two Rivers-Dos Rios Elementary","2019007",15105,"After School At Risk Meals and Snacks Center","Lane County","1084 G Street","","Springfield","OR","97477",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Springfield High",10692,"67.3%"
"408","Wallowa County Library","Up & Away Afterschool Program","3221001",14025,"After School At Risk Meals and Snacks Center","Wallowa County","201 N Main St","","Joseph","OR","97846",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joseph Elem",11173,"51.3%"
"103","Eagle Point SD","URCEO","1505001",15285,"After School At Risk Meals and Snacks Center","Jackson County","129 S. Platt St.","","Eagle Point","OR","97524",0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Eagle Point High School",11613,"65.5%"
"415","Woodburn SD 103","Valor Middle","2423006",10909,"After School At Risk Meals and Snacks Center","Marion County","450 Parr Rd","","Woodburn","OR","97071",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Valor Middle",10909,"78.2%"
"287","Redmond SD 2J","Vern Patrick Elem","0918002",10400,"After School At Risk Meals and Snacks Center","Deschutes County","3001 SW Obsidian","","Redmond","OR","97756",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Vern Patrick Elem",10400,"69.1%"
"274","Portland SD","Vernon Elem","2616011",11056,"After School At Risk Meals and Snacks Center","Multnomah County","2044 NE Killingsworth St","","Portland","OR","97211",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Vernon Elem",11056,"56.1%"
"146","Hacienda Community Development Corp","Villas de Mariposas","2608010",13882,"After School At Risk Meals and Snacks Center","Multnomah County","5205 NE Killingsworth","","Portland","OR","97218",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rigler Elem",11047,"86.6%"
"406","Vermont Hills Family Life Center","Vose","2622001",14672,"After School At Risk Meals and Snacks Center","Multnomah County","11350 SW Denny Rd","","Beaverton","OR","97008",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vose Elem",11228,"80.0%"
"355","Salem-Keizer SD - At Risk","Waldo Middle AR Site","2419020",13892,"After School At Risk Meals and Snacks Center","Marion County","2805 Lansing Ave NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Waldo Middle",10847,"77.4%"
"356","Salem-Keizer SD - At Risk","Walker Middle School","2419020",15348,"After School At Risk Meals and Snacks Center","Marion County","1075 8th St. NW","","Salem","OR","97304",0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Brush College Elem",10853,"54.7%"
"49","Building Healthy Families","Wallowa School","3202001",14030,"After School At Risk Meals and Snacks Center","Wallowa County","315 First Street","","Wallowa","OR","97885",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Wallowa Elementary",14190,"61.5%"
"193","Medford SD 549","Washington Elem","1513001",10510,"After School At Risk Meals and Snacks Center","Jackson County","610 S. Peach Street","","Medford","OR","97501",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Washington Elem",10510,"80.3%"
"416","Woodburn SD 103","Washington Elem","2423006",10913,"After School At Risk Meals and Snacks Center","Marion County","777 E. Lincoln Street","","Woodburn","OR","97071",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Washington Elem",10913,"78.2%"
"357","Salem-Keizer SD - At Risk","Washington Elementary","2419020",13894,"After School At Risk Meals and Snacks Center","Marion County","3165 Lansing Ave. NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Washington Elem",10887,"84.2%"
"36","Boys & Girls Club of Portland Metropolitan Area","Wattles Site","2602004",13289,"After School At Risk Meals and Snacks Center","Multnomah County","9330 SE Harold","","Portland","OR","97266",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lent Elem",11037,"82.6%"
"358","Salem-Keizer SD - At Risk","Weddle Elementary","2419020",13963,"After School At Risk Meals and Snacks Center","Marion County","1825 Alder Dr. NE","","Keizer","OR","97303",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Weddle Elementary",12790,"88.4%"
"233","Oregon Trail SD 46","Welches Elem","0315003",10300,"After School At Risk Meals and Snacks Center","Clackamas County","24901 E Salmon River Rd","","Welches","OR","97067",0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Welches Elem",10300,"48.0%"
"168","Lebanon Community SD 9","Western University of Health Sciences","2212001",15325,"After School At Risk Meals and Snacks Center","Linn County","200 Mullins Dr","","Lebanon","OR","97355",0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Pioneer School",13031,"73.1%"
"43","Boys & Girls Clubs of Emerald Valley","Westmoreland Site","2002004",13033,"After School At Risk Meals and Snacks Center","Lane County","1545 W 22nd","","Eugene","OR","97405",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Adams Elem",10614,"36.1%"
"152","Jefferson Co SD 509","Westside School","1610001",10530,"After School At Risk Meals and Snacks Center","Jefferson County","410 SW 4th Street","","Madras","OR","97741",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Madras High",10524,"81.9%"
"25","Bend/LaPine SD","Westside Village School","0902001",10041,"After School At Risk Meals and Snacks Center","Deschutes County","1101 NW 12th Street","","Bend","OR","97701",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Westside Village School",10041,"52.1%"
"218","North Clackamas SD 12","Whitcomb Elem","0314001",10267,"After School At Risk Meals and Snacks Center","Clackamas County","7400 SE Thompson Road","","Milwaukie","OR","97222",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Whitcomb Elem",10267,"88.6%"
"359","Salem-Keizer SD - At Risk","Whiteaker Middle AR Site","2419020",15028,"After School At Risk Meals and Snacks Center","Marion County","1605 Lockhaven Dr. NE","","Keizer","OR","97303",1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"McNary High",10836,"54.0%"
"407","Vermont Hills Family Life Center","Whitman","2622001",14671,"After School At Risk Meals and Snacks Center","Multnomah County","7326 SE Flavel","","Portland","OR","97206",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Whitman Elem",11059,"88.8%"
"275","Portland SD","Whitman Elem","2616011",11059,"After School At Risk Meals and Snacks Center","Multnomah County","7326 SE Flavel St","","Portland","OR","97206",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Whitman Elem",11059,"88.8%"
"87","Dallas SD","Whitworth Elementary","2704001",10072,"After School At Risk Meals and Snacks Center","Polk County","1151 SE Miller","","Dallas","OR","97338",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Whitworth Elementary",10072,"54.5%"
"297","Reynolds SD 7","Wilkes Elem","2618002",11085,"After School At Risk Meals and Snacks Center","Multnomah County","17020 NE Wilkes Rd","","Portland","OR","97230-0339",1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Wilkes Elem",11085,"90.3%"
"360","Salem-Keizer SD - At Risk","Willamette Academy","2419020",15317,"After School At Risk Meals and Snacks Center","Marion County","195 Cottage St. NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Parrish Middle",10845,"76.5%"
"10","Beaverton SD 48J","William Walker Elem","3402002",11230,"After School At Risk Meals and Snacks Center","Washington County","11940 SW Lynnfield Ln.","","Portland","OR","97225",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"William Walker Elem",11230,"82.9%"
"194","Medford SD 549","Wilson Elem","1513001",10511,"After School At Risk Meals and Snacks Center","Jackson County","1400 Johnson Street","","Medford","OR","97504",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Wilson Elem",10511,"81.4%"
"204","Morrow Co SD","Windy River Elementary","2513001",13373,"After School At Risk Meals and Snacks Center","Morrow County","500 Tatone St","","Boardman","OR","97818",1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Windy River Elementary",13373,"80.9%"
"76","Coquille SD","Winter Lakes High School","0603005",15023,"After School At Risk Meals and Snacks Center","Coos County","341 E. 2nd Street","","Coquille","OR","97423",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Coquille Valley Middle School",10055,"94.5%"
"417","Woodburn SD 103","Woodburn High School Campus At-Risk","2423006",14598,"After School At Risk Meals and Snacks Center","Marion County","1785 N Front St","","Woodburn","OR","97071",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"French Prairie Middle",10908,"78.2%"
"276","Portland SD","Woodlawn Elementary","2616011",11061,"After School At Risk Meals and Snacks Center","Multnomah County","7200 NE 11th Ave","","Portland","OR","97211",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Woodlawn Elementary",11061,"84.1%"
"277","Portland SD","Woodmere Elem","2616011",11064,"After School At Risk Meals and Snacks Center","Multnomah County","7900 SE Duke St","","Portland","OR","97206",1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Woodmere Elem",11064,"85.2%"
"361","Salem-Keizer SD - At Risk","Wright Elem","2419020",15485,"After School At Risk Meals and Snacks Center","Marion County","4060 Lone Oak Rd. Se","","Salem","OR","97302",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Wright Elementary",10860,"58.3%"
"150","Hood River SD","Wy'East Middle School","1408001",10109,"After School At Risk Meals and Snacks Center","Hood River County","3000 Wy'East Dr","","Hood River","OR","97031",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Wy'East Middle School",10109,"70.7%"
"420","YMCA of Klamath Falls","Y at Fairview","1811004",15358,"After School At Risk Meals and Snacks Center","Klamath County","1017 Donald Street","","Klamath Falls","OR","97601",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Joseph Conger Elementary",10125,"73.1%"
"418","Yachats Youth & Families","Yachats Youth & Families Program","2125001",15342,"After School At Risk Meals and Snacks Center","Lincoln County","441 Hwy 101 N","","Yachats","OR","97498",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crestview Heights",10734,"73.4%"
"114","Eugene Family YMCA","YG / Corridor","2005004",14627,"Outside School Hours Center","Lane County","250 Silver Lane","","Eugene","OR","97404",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"135","Greater Albany SD 8J","YMCA","2207001",15195,"After School At Risk Meals and Snacks Center","Linn County","3311 Pacific Blvd","","Albany","OR","97321",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Sunrise Elem",10752,"76.6%"
"421","YMCA of Klamath Falls","YMCA Afterschool","1811004",13282,"After School At Risk Meals and Snacks Center","Klamath County","1221 S.  Alameda","","Klamath Falls","OR","97603",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Mills Elementary",10126,"86.9%"
"301","Salem Family YMCA","YMCA Auburn Elementary School Program","2419003",12131,"After School At Risk Meals and Snacks Center","Marion County","4612 Auburn Rd NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Auburn Elem",10850,"74.1%"
"302","Salem Family YMCA","YMCA Brush College Elementary School Program","2419003",12132,"Outside School Hours Center","Polk County","2623 Doaks Ferry Rd NW","","Salem","OR","97304",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"303","Salem Family YMCA","YMCA Candalaria Elementary School Program","2419003",12133,"Outside School Hours Center","Marion County","935 Hansen Ave S","","Salem","OR","97302",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"304","Salem Family YMCA","YMCA Chapman Hills Elementary School Program","2419003",12134,"Outside School Hours Center","Polk County","1500 Doaks Ferry Rd NW","","Salem","OR","97304",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"305","Salem Family YMCA","YMCA Child Development Center","2419003",12130,"After School At Risk Meals and Snacks Center","Marion County","685 Court St NE","","Salem","OR","97301",0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bush Elem",10854,"80.4%"
"306","Salem Family YMCA","YMCA Child Development Center","2419003",12130,"Outside School Hours Center","Marion County","685 Court St NE","","Salem","OR","97301",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"307","Salem Family YMCA","YMCA Kalapuya Elementary School Program","2419003",15018,"Outside School Hours Center","Polk County","2085 Wilmington Ave NW","","Salem","OR","97304",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"308","Salem Family YMCA","YMCA Morningside Elementary School Program","2419003",12143,"Outside School Hours Center","Marion County","3513 12th St NE","","Salem","OR","97302",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"195","Medford SD 549","YMCA Youth Center","1513001",15065,"After School At Risk Meals and Snacks Center","Jackson County","522 West 6th Street","","Medford","OR","97501",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Jackson Elementary",10502,"83.4%"
"385","Springfield SD 19","Yolanda Elem","2019007",10714,"After School At Risk Meals and Snacks Center","Lane County","2350 Yolanda Avenue","","Springfield","OR","97477",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Yolanda Elem",10714,"52.5%"
"362","Salem-Keizer SD - At Risk","Yoshikai Elementary","2419020",14631,"After School At Risk Meals and Snacks Center","Marion County","4900 Jade St. NE","","Salem","OR","97305",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Yoshikai Elem",10888,"69.6%"
"207","Native American Youth and Family Center","Youth Services","2614007",14438,"After School At Risk Meals and Snacks Center","Multnomah County","5135 NE Columbia Blvd.","","Portland","OR","97218",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Rigler Elem",11047,"86.6%"
